# source: https://data.world/data-society/european-soccer-data
country,date,home_team,away_team,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA
Scotland,2015-11-28,Kilmarnock,Partick Thistle F.C.,2,5,2.8,3.4,2.4,2.6,3.3,2.4,2.6,3.2,2.5
Scotland,2015-11-28,Motherwell,Heart of Midlothian,2,2,3.2,3.5,2.15,3.3,3.4,2.0,3.1,3.3,2.1
Scotland,2015-11-27,St. Johnstone FC,Dundee FC,1,1,1.8,3.5,4.0,1.87,3.4,3.7,1.9,3.3,3.7
Scotland,2016-01-19,Celtic,Hamilton Academical FC,8,1,1.17,7.5,13.0,1.15,7.0,11.0,1.15,6.2,14.0
Scotland,2015-12-05,Dundee FC,Aberdeen,0,2,3.8,3.3,2.0,3.7,3.4,1.87,3.7,3.3,1.9
Scotland,2016-03-01,Heart of Midlothian,Inverness Caledonian Thistle,2,0,1.91,3.5,4.0,1.87,3.5,3.6,1.8,3.4,4.0
Scotland,2015-12-05,Kilmarnock,Dundee United,1,1,2.5,3.4,2.7,2.4,3.3,2.6,2.5,3.2,2.6
Scotland,2016-02-02,Partick Thistle F.C.,Motherwell,1,0,2.05,3.4,3.6,2.05,3.1,3.4,2.1,3.3,3.1
Scotland,2015-12-05,Ross County FC,St. Johnstone FC,2,3,2.2,3.3,3.25,2.15,3.2,3.1,2.1,3.3,3.1
Scotland,2015-12-12,Aberdeen,Heart of Midlothian,1,0,1.91,3.6,3.75,1.85,3.4,3.8,1.9,3.3,3.7
Scotland,2015-12-12,Dundee United,Partick Thistle F.C.,0,1,2.4,3.6,2.7,2.35,3.25,2.75,2.4,3.2,2.7
Scotland,2015-12-12,Hamilton Academical FC,Ross County FC,1,3,2.38,3.4,2.88,2.35,3.4,2.6,2.5,3.2,2.6
Scotland,2015-12-12,Inverness Caledonian Thistle,Kilmarnock,2,1,1.8,3.75,4.2,1.75,3.6,4.0,1.8,3.4,4.0
Scotland,2015-12-12,Motherwell,Dundee FC,3,1,2.4,3.5,2.75,2.3,3.4,2.7,2.4,3.2,2.7
Scotland,2015-12-13,St. Johnstone FC,Celtic,0,3,9.5,4.75,1.33,8.5,4.4,1.33,7.3,4.5,1.35
Scotland,2015-12-19,Celtic,Motherwell,1,2,1.13,8.0,19.0,1.13,7.0,14.5,1.15,6.2,14.0
Scotland,2015-12-19,Dundee FC,Hamilton Academical FC,4,0,2.4,3.5,2.75,2.35,3.1,2.85,2.4,3.2,2.7
Scotland,2015-12-19,Inverness Caledonian Thistle,Dundee United,2,2,2.2,3.3,3.3,2.2,3.3,2.95,2.1,3.3,3.1
Scotland,2015-12-19,Kilmarnock,Aberdeen,0,4,5.5,4.0,1.57,4.5,3.7,1.65,4.6,3.5,1.65
Scotland,2015-12-19,Partick Thistle F.C.,Ross County FC,1,0,2.7,3.25,2.6,2.45,3.2,2.65,2.6,3.0,2.6
Scotland,2015-12-19,St. Johnstone FC,Heart of Midlothian,0,0,2.4,3.5,2.75,2.4,3.2,2.7,2.4,3.2,2.7
Scotland,2015-08-09,Aberdeen,Kilmarnock,2,0,1.33,4.75,10.0,1.36,4.2,7.75,1.35,4.5,7.3
Scotland,2015-08-08,Dundee FC,Heart of Midlothian,1,2,2.8,3.25,2.5,2.55,3.2,2.55,2.6,3.2,2.5
Scotland,2015-08-08,Motherwell,Dundee United,0,2,2.55,3.25,2.75,2.55,3.1,2.6,2.5,3.2,2.6
Scotland,2015-08-09,Partick Thistle F.C.,Celtic,0,2,9.0,5.0,1.33,7.25,4.6,1.34,7.3,4.5,1.35
Scotland,2015-08-08,Ross County FC,Hamilton Academical FC,2,0,2.05,3.4,3.5,2.1,3.2,3.2,2.1,3.3,3.1
Scotland,2015-08-08,St. Johnstone FC,Inverness Caledonian Thistle,1,1,2.4,3.1,3.1,2.4,3.1,2.75,2.5,3.2,2.6
Scotland,2015-12-26,Aberdeen,Inverness Caledonian Thistle,2,2,1.55,3.75,6.5,1.48,3.8,6.25,1.55,3.7,5.4
Scotland,2016-02-16,Dundee United,Motherwell,0,3,2.0,3.5,3.6,2.0,3.4,3.25,2.0,3.3,3.3
Scotland,2015-12-26,Hamilton Academical FC,Kilmarnock,0,1,1.8,3.75,4.2,1.72,3.6,4.2,1.8,3.4,4.0
Scotland,2015-12-27,Heart of Midlothian,Celtic,2,2,5.75,4.2,1.53,5.0,4.1,1.53,4.6,3.5,1.65
Scotland,2016-02-23,Partick Thistle F.C.,St. Johnstone FC,2,0,2.25,3.25,3.2,2.2,3.2,3.0,2.2,3.2,3.0
Scotland,2015-12-26,Ross County FC,Dundee FC,5,2,2.0,3.5,3.6,1.95,3.4,3.4,2.0,3.3,3.3
Scotland,2015-12-30,Aberdeen,Partick Thistle F.C.,0,0,1.53,4.0,6.0,1.53,3.8,5.5,1.5,3.8,5.7
Scotland,2016-04-05,Dundee FC,Celtic,0,0,7.5,5.0,1.36,7.0,4.75,1.34,7.3,4.5,1.35
Scotland,2015-12-30,Hamilton Academical FC,Inverness Caledonian Thistle,3,4,2.15,3.4,3.3,2.25,3.25,2.85,2.3,3.2,2.8
Scotland,2015-12-30,Heart of Midlothian,Dundee United,3,2,1.75,4.0,4.2,1.7,3.5,4.5,1.6,3.6,5.0
Scotland,2015-12-30,Motherwell,St. Johnstone FC,2,0,2.9,3.4,2.38,2.6,3.25,2.45,2.7,3.2,2.4
Scotland,2015-12-29,Ross County FC,Kilmarnock,3,2,1.57,4.0,5.5,1.62,3.7,4.75,1.65,3.5,4.6
Scotland,2016-01-02,Celtic,Partick Thistle F.C.,1,0,1.22,6.5,11.0,1.2,5.75,10.5,1.25,5.0,10.0
Scotland,2016-01-02,Dundee FC,Dundee United,2,1,2.2,3.4,3.2,2.2,3.25,2.95,2.1,3.3,3.1
Scotland,2016-01-02,Inverness Caledonian Thistle,Ross County FC,2,0,2.63,3.6,2.45,2.45,3.4,2.5,2.3,3.2,2.8
Scotland,2016-01-02,Kilmarnock,Heart of Midlothian,2,2,4.5,3.8,1.73,4.1,3.5,1.75,3.8,3.4,1.85
Scotland,2016-01-02,Motherwell,Hamilton Academical FC,3,3,2.25,3.5,3.0,2.15,3.4,2.9,2.1,3.3,3.1
Scotland,2016-02-06,St. Johnstone FC,Aberdeen,3,4,3.6,3.6,2.0,3.25,3.25,2.05,3.3,3.3,2.0
Scotland,2016-01-15,Dundee United,Celtic,1,4,9.5,5.25,1.3,9.0,5.0,1.26,7.3,4.5,1.35
Scotland,2016-01-16,Heart of Midlothian,Motherwell,6,0,1.73,3.6,4.75,1.75,3.5,4.2,1.7,3.5,4.4
Scotland,2016-01-16,Kilmarnock,Inverness Caledonian Thistle,2,1,3.4,3.25,2.15,3.4,3.25,2.0,3.1,3.3,2.1
Scotland,2016-01-16,Partick Thistle F.C.,Dundee FC,2,4,2.05,3.3,3.6,1.95,3.2,3.6,1.9,3.3,3.7
Scotland,2016-01-17,Ross County FC,Aberdeen,2,3,3.5,3.3,2.1,3.1,3.1,2.2,3.0,3.2,2.2
Scotland,2016-01-16,St. Johnstone FC,Hamilton Academical FC,0,0,1.91,3.6,3.8,1.91,3.25,3.75,1.9,3.3,3.7
Scotland,2016-01-24,Hamilton Academical FC,Heart of Midlothian,0,0,3.5,3.6,2.0,3.3,3.4,2.0,3.1,3.3,2.1
Scotland,2016-01-23,Inverness Caledonian Thistle,Partick Thistle F.C.,0,0,2.38,3.3,2.9,2.3,3.1,2.95,2.3,3.2,2.8
Scotland,2016-01-23,Motherwell,Ross County FC,1,2,2.75,3.4,2.45,2.85,3.3,2.25,2.7,3.2,2.4
Scotland,2016-01-22,Aberdeen,Dundee FC,1,0,1.53,4.0,6.5,1.5,3.9,5.5,1.5,3.8,5.7
Scotland,2016-01-23,Celtic,St. Johnstone FC,3,1,1.18,7.0,13.0,1.22,5.5,10.5,1.22,5.3,11.0
Scotland,2016-01-23,Dundee United,Kilmarnock,5,1,2.0,3.6,3.5,1.91,3.4,3.5,2.1,3.3,3.1
Scotland,2016-02-03,Aberdeen,Celtic,2,1,4.5,3.75,1.75,4.0,3.4,1.8,4.3,3.4,1.75
Scotland,2016-01-30,Dundee FC,Motherwell,2,2,2.3,3.4,3.0,2.15,3.3,3.0,2.3,3.2,2.8
Scotland,2016-01-30,Kilmarnock,Hamilton Academical FC,0,1,2.7,3.4,2.5,2.55,3.2,2.55,2.6,3.0,2.6
Scotland,2016-04-05,Partick Thistle F.C.,Dundee United,1,0,2.4,3.25,2.9,2.15,3.2,3.1,2.1,3.3,3.1
Scotland,2016-02-10,Ross County FC,Heart of Midlothian,0,3,2.2,3.5,3.1,2.25,3.25,2.9,2.5,3.2,2.6
Scotland,2016-03-09,St. Johnstone FC,Inverness Caledonian Thistle,1,0,2.3,3.4,3.0,2.2,3.25,2.95,2.3,3.2,2.8
Scotland,2016-02-13,Celtic,Ross County FC,2,0,1.22,6.0,13.0,1.22,5.75,9.0,1.25,5.0,10.0
Scotland,2016-02-12,Dundee FC,St. Johnstone FC,2,0,2.5,3.4,2.7,2.5,3.25,2.75,2.55,3.2,2.55
Scotland,2016-02-13,Hamilton Academical FC,Dundee United,0,0,2.8,3.5,2.38,2.65,3.4,2.35,2.7,3.2,2.4
Scotland,2016-03-05,Heart of Midlothian,Partick Thistle F.C.,1,0,1.83,3.6,4.2,1.67,3.4,4.75,1.75,3.4,4.3
Scotland,2016-02-15,Inverness Caledonian Thistle,Aberdeen,3,1,4.0,3.4,1.91,3.75,3.3,1.9,3.7,3.3,1.9
Scotland,2016-02-13,Motherwell,Kilmarnock,0,2,1.8,3.6,4.33,1.75,3.4,4.2,1.8,3.4,4.0
Scotland,2016-02-20,Celtic,Inverness Caledonian Thistle,3,0,1.17,7.0,15.0,1.16,6.0,14.0,1.17,5.8,13.0
Scotland,2016-02-20,Dundee United,Heart of Midlothian,2,1,3.25,3.25,2.25,2.8,3.25,2.3,2.7,3.2,2.4
Scotland,2016-02-20,Kilmarnock,Dundee FC,0,0,3.0,3.25,2.38,2.85,3.1,2.35,2.7,3.2,2.4
Scotland,2016-03-08,Partick Thistle F.C.,Aberdeen,1,2,3.4,3.25,2.15,3.4,3.1,2.05,3.7,3.3,1.9
Scotland,2016-02-20,Ross County FC,Hamilton Academical FC,2,1,1.83,3.5,4.33,1.83,3.4,3.9,1.8,3.4,4.0
Scotland,2016-02-20,St. Johnstone FC,Motherwell,2,1,2.0,3.4,3.8,2.0,3.25,3.4,1.9,3.3,3.7
Scotland,2016-02-27,Aberdeen,St. Johnstone FC,1,1,1.57,3.8,6.0,1.57,3.7,5.25,1.55,3.7,5.4
Scotland,2016-02-27,Dundee FC,Inverness Caledonian Thistle,1,1,2.5,3.25,2.8,2.45,3.3,2.55,2.4,3.2,2.7
Scotland,2016-02-26,Hamilton Academical FC,Celtic,1,1,13.0,6.0,1.22,9.75,6.0,1.2,11.0,5.3,1.22
Scotland,2016-02-27,Heart of Midlothian,Kilmarnock,1,0,1.57,4.0,5.75,1.53,3.9,5.25,1.55,3.7,5.4
Scotland,2016-02-27,Motherwell,Partick Thistle F.C.,3,1,2.63,3.2,2.7,2.35,3.25,2.7,2.4,3.2,2.7
Scotland,2016-02-27,Ross County FC,Dundee United,0,3,1.95,3.5,3.8,2.0,3.3,3.4,2.0,3.3,3.3
Scotland,2016-03-02,Celtic,Dundee FC,0,0,1.17,7.0,15.0,1.16,6.5,12.0,1.17,5.8,13.0
Scotland,2016-03-02,Dundee United,Aberdeen,0,1,3.6,3.5,2.0,3.5,3.4,1.91,3.3,3.3,2.0
Scotland,2016-03-05,Hamilton Academical FC,Motherwell,0,1,2.3,3.4,3.0,2.5,3.1,2.65,2.4,3.2,2.7
Scotland,2016-04-12,Inverness Caledonian Thistle,Heart of Midlothian,0,0,2.55,3.4,2.63,2.6,3.0,2.6,2.65,3.3,2.4
Scotland,2016-03-01,Kilmarnock,Ross County FC,0,2,3.5,3.4,2.05,3.5,3.3,1.95,3.1,3.3,2.1
Scotland,2016-03-02,St. Johnstone FC,Partick Thistle F.C.,1,2,2.25,3.5,3.0,2.3,3.1,2.95,2.3,3.2,2.8
Scotland,2015-09-15,Aberdeen,Hamilton Academical FC,1,0,1.4,4.5,8.0,1.36,4.33,7.25,1.4,4.1,7.0
Scotland,2015-08-11,Dundee United,Dundee FC,2,2,2.25,3.25,3.25,2.1,3.25,3.2,2.1,3.2,3.2
Scotland,2015-08-12,Heart of Midlothian,Motherwell,2,0,1.73,3.5,5.0,1.7,3.4,4.5,1.7,3.5,4.4
Scotland,2015-08-12,Inverness Caledonian Thistle,Partick Thistle F.C.,0,0,2.0,3.4,3.75,1.95,3.3,3.5,2.0,3.3,3.3
Scotland,2015-08-12,Kilmarnock,Celtic,2,2,11.0,5.75,1.25,10.0,5.5,1.22,10.0,5.0,1.25
Scotland,2015-08-11,St. Johnstone FC,Ross County FC,1,1,1.91,3.5,4.0,1.9,3.25,3.75,1.85,3.4,3.8
Scotland,2016-03-12,Aberdeen,Kilmarnock,2,1,1.36,4.75,8.5,1.3,4.75,8.25,1.37,4.3,7.2
Scotland,2016-03-12,Dundee FC,Heart of Midlothian,0,1,3.0,3.25,2.38,2.7,3.1,2.45,2.7,3.2,2.4
Scotland,2016-03-12,Inverness Caledonian Thistle,Hamilton Academical FC,0,1,2.05,3.4,3.5,1.95,3.3,3.5,2.0,3.3,3.3
Scotland,2016-03-11,Motherwell,Dundee United,2,1,2.3,3.4,3.0,2.4,3.2,2.7,2.4,3.2,2.7
Scotland,2016-03-12,Partick Thistle F.C.,Celtic,1,2,7.5,5.0,1.36,6.75,4.75,1.35,7.0,4.1,1.4
Scotland,2016-03-16,St. Johnstone FC,Ross County FC,1,1,2.5,3.2,2.88,2.35,3.2,2.8,2.3,3.2,2.8
Scotland,2016-03-20,Dundee United,Dundee FC,2,2,2.38,3.4,2.88,2.3,3.2,2.85,2.55,3.2,2.55
Scotland,2016-03-19,Hamilton Academical FC,Partick Thistle F.C.,1,2,2.63,3.3,2.63,2.55,3.1,2.6,2.5,3.2,2.6
Scotland,2016-03-19,Heart of Midlothian,St. Johnstone FC,0,3,1.8,3.5,4.5,1.85,3.3,3.9,1.9,3.3,3.7
Scotland,2016-03-19,Kilmarnock,Celtic,0,1,13.0,6.5,1.2,11.5,5.5,1.2,11.0,5.3,1.22
Scotland,2016-03-19,Motherwell,Aberdeen,2,1,5.0,3.75,1.67,4.75,3.5,1.65,4.6,3.5,1.65
Scotland,2016-03-19,Ross County FC,Inverness Caledonian Thistle,0,3,2.1,3.4,3.4,2.0,3.2,3.5,2.0,3.3,3.3
Scotland,2016-04-03,Aberdeen,Hamilton Academical FC,3,0,1.5,3.75,7.5,1.4,4.2,6.75,1.4,4.1,7.0
Scotland,2016-04-02,Celtic,Heart of Midlothian,3,1,1.25,6.0,10.0,1.22,5.5,10.0,1.22,5.3,11.0
Scotland,2016-04-02,Dundee FC,Ross County FC,5,2,2.3,3.4,3.0,2.3,3.2,2.85,2.3,3.2,2.8
Scotland,2016-04-02,Inverness Caledonian Thistle,Motherwell,1,2,2.38,3.2,3.0,2.2,3.1,3.1,2.2,3.2,3.0
Scotland,2016-04-02,Partick Thistle F.C.,Kilmarnock,0,0,1.83,3.5,4.33,1.75,3.4,4.25,1.75,3.4,4.3
Scotland,2016-04-02,St. Johnstone FC,Dundee United,0,1,2.2,3.2,3.4,2.05,3.25,3.25,2.1,3.3,3.1
Scotland,2016-04-09,Dundee United,Inverness Caledonian Thistle,0,2,2.15,3.5,3.2,2.05,3.3,3.2,2.2,3.2,3.0
Scotland,2016-04-09,Hamilton Academical FC,Dundee FC,2,1,2.8,3.4,2.4,2.7,3.25,2.35,2.7,3.2,2.4
Scotland,2016-04-08,Heart of Midlothian,Aberdeen,2,1,3.25,3.4,2.15,3.25,3.4,2.0,3.1,3.3,2.1
Scotland,2016-04-09,Kilmarnock,St. Johnstone FC,3,0,2.8,3.4,2.4,3.0,3.2,2.2,2.8,3.2,2.3
Scotland,2016-04-09,Motherwell,Celtic,1,2,8.0,4.75,1.36,7.25,4.75,1.33,7.3,4.5,1.35
Scotland,2016-04-09,Ross County FC,Partick Thistle F.C.,1,0,2.15,3.5,3.2,2.2,3.25,3.0,2.2,3.2,3.0
Scotland,2016-04-22,St. Johnstone FC,Aberdeen,3,0,4.33,3.4,1.85,4.5,3.5,1.85,3.3,3.3,2.0
Scotland,2016-04-23,Motherwell,Heart of Midlothian,1,0,3.0,3.25,2.38,2.8,3.2,2.35,2.7,3.2,2.4
Scotland,2016-04-23,Partick Thistle F.C.,Dundee FC,1,2,2.5,3.3,2.75,2.5,3.1,2.65,2.5,3.1,2.7
Scotland,2016-04-24,Inverness Caledonian Thistle,Kilmarnock,3,1,2.0,3.5,3.6,1.91,3.25,3.7,2.0,3.3,3.3
Scotland,2016-04-24,Celtic,Ross County FC,1,1,1.18,7.0,13.0,1.18,6.0,11.5,1.2,5.5,12.0
Scotland,2016-04-24,Dundee United,Hamilton Academical FC,1,3,2.0,3.3,3.8,2.0,3.25,3.4,2.2,3.2,3.0
Scotland,2016-04-30,Heart of Midlothian,Celtic,1,3,5.25,4.2,1.57,5.5,4.0,1.5,5.0,3.6,1.6
Scotland,2016-04-30,Aberdeen,Motherwell,4,1,1.53,4.0,6.0,1.55,3.7,5.5,1.55,3.7,5.4
Scotland,2016-04-30,Hamilton Academical FC,Kilmarnock,0,4,2.0,3.4,3.75,2.1,3.3,3.1,2.1,3.3,3.1
Scotland,2016-04-30,Partick Thistle F.C.,Inverness Caledonian Thistle,1,4,2.4,3.4,2.8,2.35,3.2,2.75,2.4,3.2,2.7
Scotland,2016-04-30,Ross County FC,St. Johnstone FC,0,1,2.15,3.5,3.2,2.25,3.25,2.9,2.3,3.2,2.8
Scotland,2016-05-02,Dundee FC,Dundee United,2,1,2.5,3.4,2.7,2.3,3.25,2.8,2.3,3.2,2.8
Scotland,2016-05-06,Inverness Caledonian Thistle,Dundee United,2,3,1.67,3.75,5.0,1.65,3.6,4.6,1.7,3.5,4.4
Scotland,2016-05-07,Dundee FC,Hamilton Academical FC,0,1,1.83,3.5,4.33,1.87,3.5,3.6,2.0,3.3,3.3
Scotland,2016-05-07,Heart of Midlothian,Ross County FC,1,1,1.8,3.75,4.2,1.78,3.6,3.8,1.8,3.5,3.9
Scotland,2016-05-07,Kilmarnock,Partick Thistle F.C.,0,2,2.4,3.4,2.8,2.3,3.2,2.85,2.3,3.2,2.8
Scotland,2016-05-07,Motherwell,St. Johnstone FC,1,2,2.5,3.4,2.7,2.4,3.1,2.75,2.4,3.2,2.7
Scotland,2016-05-08,Celtic,Aberdeen,3,2,1.44,4.5,6.5,1.48,4.1,5.5,1.45,3.9,6.5
Scotland,2016-05-10,Dundee United,Partick Thistle F.C.,3,3,2.4,3.4,2.8,2.5,3.3,2.5,2.4,3.2,2.7
Scotland,2016-05-11,St. Johnstone FC,Celtic,2,1,7.0,4.33,1.44,6.5,4.4,1.4,5.0,3.9,1.55
Scotland,2016-05-11,Dundee FC,Kilmarnock,1,1,2.05,3.5,3.4,2.05,3.25,3.3,2.1,3.3,3.1
Scotland,2016-05-11,Hamilton Academical FC,Inverness Caledonian Thistle,0,1,2.8,3.3,2.5,2.6,3.2,2.5,2.5,3.3,2.5
Scotland,2016-05-11,Ross County FC,Motherwell,1,3,2.2,3.5,3.1,2.2,3.5,2.8,2.2,3.2,3.0
Scotland,2016-05-12,Aberdeen,Heart of Midlothian,0,1,1.95,3.5,3.75,1.9,3.4,3.6,2.0,3.3,3.3
Scotland,2016-05-14,Inverness Caledonian Thistle,Dundee FC,4,0,2.05,3.6,3.4,2.0,3.4,3.25,2.0,3.4,3.2
Scotland,2016-05-14,Kilmarnock,Dundee United,2,4,2.5,3.4,2.7,2.55,3.4,2.4,2.5,3.3,2.5
Scotland,2016-05-14,Partick Thistle F.C.,Hamilton Academical FC,2,2,2.38,3.25,3.0,2.25,3.4,2.75,2.3,3.3,2.75
Scotland,2016-05-15,Aberdeen,Ross County FC,0,4,1.62,4.0,5.0,1.62,3.8,4.5,1.65,3.8,4.2
Scotland,2016-05-15,Celtic,Motherwell,7,0,1.22,6.5,11.0,1.17,6.5,11.5,1.25,5.5,9.0
Scotland,2016-05-15,Heart of Midlothian,St. Johnstone FC,2,2,1.95,3.5,3.75,1.8,3.6,3.8,1.9,3.4,3.6
Scotland,2015-08-15,Celtic,Inverness Caledonian Thistle,4,2,1.18,6.5,15.0,1.2,5.5,11.5,1.22,5.3,11.0
Scotland,2015-08-15,Dundee FC,St. Johnstone FC,2,1,2.25,3.4,3.1,2.25,3.2,2.9,2.3,3.2,2.8
Scotland,2015-08-15,Hamilton Academical FC,Dundee United,4,0,2.55,3.4,2.63,2.65,3.2,2.45,2.7,3.2,2.4
Scotland,2015-08-15,Motherwell,Aberdeen,1,2,5.25,3.6,1.67,4.2,3.5,1.75,4.3,3.4,1.75
Scotland,2015-08-15,Partick Thistle F.C.,Kilmarnock,2,2,1.7,4.0,4.5,1.75,3.4,4.25,1.85,3.4,3.8
Scotland,2015-08-15,Ross County FC,Heart of Midlothian,1,2,2.5,3.4,2.7,2.55,3.2,2.55,2.7,3.2,2.4
Scotland,2015-08-22,Aberdeen,Dundee FC,2,0,1.5,4.0,7.0,1.48,3.8,6.25,1.5,3.8,5.7
Scotland,2015-08-22,Dundee United,Celtic,1,3,9.5,5.5,1.29,8.75,4.6,1.3,7.0,4.1,1.4
Scotland,2015-08-22,Heart of Midlothian,Partick Thistle F.C.,3,0,1.91,3.4,4.0,1.9,3.4,3.6,1.9,3.3,3.7
Scotland,2015-08-22,Inverness Caledonian Thistle,Hamilton Academical FC,0,2,2.2,3.4,3.2,2.1,3.2,3.2,2.2,3.2,3.0
Scotland,2015-08-22,Kilmarnock,Ross County FC,0,4,2.8,3.6,2.3,2.7,3.3,2.35,2.6,3.2,2.5
Scotland,2015-08-22,St. Johnstone FC,Motherwell,2,1,2.05,3.6,3.3,2.05,3.4,3.1,2.0,3.3,3.3
Scotland,2015-08-29,Celtic,St. Johnstone FC,3,1,1.17,7.0,15.0,1.17,6.0,13.0,1.2,5.5,12.0
Scotland,2015-08-29,Dundee FC,Inverness Caledonian Thistle,1,1,2.1,3.3,3.5,2.0,3.2,3.5,2.0,3.3,3.3
Scotland,2015-08-29,Hamilton Academical FC,Heart of Midlothian,3,2,3.2,3.4,2.2,2.95,3.2,2.25,3.0,3.2,2.2
Scotland,2015-08-29,Motherwell,Kilmarnock,1,0,1.83,3.75,4.0,1.85,3.5,3.6,1.75,3.4,4.3
Scotland,2015-08-29,Partick Thistle F.C.,Aberdeen,0,2,5.0,3.8,1.67,4.6,3.4,1.7,4.3,3.4,1.75
Scotland,2015-08-29,Ross County FC,Dundee United,2,1,2.1,3.5,3.3,2.05,3.3,3.25,2.2,3.2,3.0
Scotland,2015-09-12,Aberdeen,Celtic,2,1,4.2,3.5,1.85,3.9,3.5,1.8,4.0,3.4,1.8
Scotland,2015-09-12,Dundee United,Kilmarnock,1,2,1.73,3.75,4.5,1.72,3.6,4.2,1.8,3.4,4.0
Scotland,2015-09-11,Inverness Caledonian Thistle,Heart of Midlothian,2,0,3.0,3.2,2.4,2.85,3.2,2.4,2.8,3.2,2.3
Scotland,2015-09-12,Motherwell,Ross County FC,1,1,2.75,3.2,2.63,2.55,3.1,2.6,2.5,3.2,2.6
Scotland,2015-09-12,Partick Thistle F.C.,Dundee FC,0,1,2.55,3.3,2.7,2.4,3.2,2.7,2.5,3.2,2.6
Scotland,2015-09-12,St. Johnstone FC,Hamilton Academical FC,4,1,2.15,3.4,3.25,2.05,3.2,3.3,2.0,3.3,3.3
Scotland,2015-09-20,Celtic,Dundee FC,6,0,1.2,6.5,13.0,1.22,5.5,9.75,1.25,5.0,10.0
Scotland,2015-09-19,Dundee United,Inverness Caledonian Thistle,1,1,2.38,3.4,2.88,2.2,3.3,2.95,2.2,3.2,3.0
Scotland,2015-09-19,Hamilton Academical FC,Motherwell,1,0,2.25,3.4,3.1,2.15,3.3,3.0,2.0,3.3,3.3
Scotland,2015-09-20,Heart of Midlothian,Aberdeen,1,3,3.75,3.4,2.0,3.4,3.25,2.0,3.0,3.2,2.2
Scotland,2015-09-19,Kilmarnock,St. Johnstone FC,2,1,3.6,3.5,2.0,3.3,3.2,2.05,3.0,3.2,2.2
Scotland,2015-09-19,Ross County FC,Partick Thistle F.C.,1,0,1.91,3.4,4.0,1.95,3.25,3.6,1.9,3.3,3.7
Scotland,2015-09-26,Celtic,Heart of Midlothian,0,0,1.22,6.0,13.0,1.25,5.5,8.75,1.3,4.8,8.5
Scotland,2015-09-26,Dundee FC,Ross County FC,3,3,2.4,3.4,2.88,2.3,3.3,2.75,2.2,3.2,3.0
Scotland,2015-09-26,Inverness Caledonian Thistle,Aberdeen,2,1,4.2,3.6,1.85,3.8,3.5,1.8,4.0,3.4,1.8
Scotland,2015-09-26,Kilmarnock,Hamilton Academical FC,1,2,3.6,3.2,2.1,3.0,3.25,2.2,3.0,3.2,2.2
Scotland,2015-09-26,Motherwell,Partick Thistle F.C.,2,1,2.5,3.3,2.75,2.3,3.3,2.75,2.1,3.3,3.1
Scotland,2015-09-26,St. Johnstone FC,Dundee United,2,1,2.15,3.4,3.3,2.05,3.4,3.1,2.1,3.3,3.1
Spain,2015-08-23,Levante UD,RC Celta de Vigo,1,2,3.6,3.3,2.15,3.25,3.2,2.2,2.9,3.3,2.3
Spain,2015-08-22,Atlatico Madrid,UD Las Palmas,1,0,1.2,6.5,15.0,1.22,6.0,12.0,1.25,5.5,10.3
Spain,2015-08-21,Malaga CF,Sevilla FC,0,0,3.4,3.4,2.15,3.3,3.4,2.25,2.9,3.3,2.3
Spain,2015-08-23,Athletic Club de Bilbao,FC Barcelona,0,1,6.5,4.33,1.5,6.0,4.2,1.5,5.2,4.0,1.57
Spain,2015-08-24,Granada CF,SD Eibar,1,3,1.91,3.3,4.5,1.95,3.1,4.33,2.0,3.3,3.6
Spain,2015-08-22,RCD Espanyol,Getafe CF,1,0,1.91,3.4,4.33,1.95,3.25,4.0,2.0,3.3,3.6
Spain,2015-08-23,Real Betis Balompia,Villarreal CF,1,1,2.8,3.25,2.6,2.65,3.25,2.6,2.6,3.2,2.6
Spain,2015-08-23,Real Sporting de Gijan,Real Madrid CF,0,0,13.0,6.5,1.22,10.0,6.5,1.22,12.5,6.0,1.2
Spain,2015-08-22,RC Deportivo de La Coruna,Real Sociedad,0,0,2.5,3.2,3.0,2.55,3.1,2.8,2.6,3.2,2.6
Spain,2015-08-22,Rayo Vallecano,Valencia CF,0,0,3.6,3.5,2.05,3.5,3.4,2.05,3.6,3.3,2.0
Spain,2015-11-01,SD Eibar,Rayo Vallecano,1,0,2.2,3.4,3.3,2.2,3.3,3.2,2.1,3.3,3.3
Spain,2015-10-31,Getafe CF,FC Barcelona,0,2,10.0,5.75,1.29,8.75,5.5,1.3,8.0,5.0,1.33
Spain,2015-10-31,Villarreal CF,Sevilla FC,2,1,2.25,3.4,3.25,2.25,3.4,3.25,2.2,3.3,3.1
Spain,2015-10-31,Real Madrid CF,UD Las Palmas,3,1,1.09,11.0,23.0,1.1,9.25,18.0,1.05,11.0,25.0
Spain,2015-10-31,Real Sociedad,RC Celta de Vigo,2,3,2.7,3.2,2.75,2.7,3.2,2.75,2.6,3.2,2.6
Spain,2015-10-31,Valencia CF,Levante UD,3,0,1.44,4.5,7.5,1.45,4.1,7.5,1.4,4.4,7.3
Spain,2015-10-30,RC Deportivo de La Coruna,Atlatico Madrid,1,1,5.5,3.4,1.7,5.75,3.6,1.7,4.5,3.5,1.75
Spain,2015-11-01,Real Sporting de Gijan,Malaga CF,1,0,2.38,3.2,3.2,2.4,3.0,3.1,2.3,3.2,3.0
